category,category.keyword,currency,customer_first_name,customer_first_name.keyword,customer_full_name,customer_full_name.keyword,customer_gender,customer_id,customer_last_name,customer_last_name.keyword,customer_phone,day_of_week,day_of_week_i,email,event.dataset,geoip.city_name,geoip.continent_name,geoip.country_iso_code,geoip.location,geoip.region_name,manufacturer,manufacturer.keyword,order_date,order_id,products._id,products._id.keyword,products.base_price,products.base_unit_price,products.category,products.category.keyword,products.created_on,products.discount_amount,products.discount_percentage,products.manufacturer,products.manufacturer.keyword,products.min_price,products.price,products.product_id,products.product_name,products.product_name.keyword,products.quantity,products.sku,products.tax_amount,products.taxful_price,products.taxless_price,products.unit_discount_amount,sku,taxful_total_price,taxless_total_price,total_quantity,total_unique_products,type,user
"Women's Shoes, Women's Clothing","Women's Shoes, Women's Clothing",EUR,Mary,Mary,Mary Maldonado,Mary Maldonado,FEMALE,20,Maldonado,Maldonado,(empty),Wednesday,2,mary@maldonado-family.zzz,sample_ecommerce,Dubai,Asia,AE,"{
  ""coordinates"": [
    55.3,
    25.3
  ],
  ""type"": ""Point""
}",Dubai,"Oceanavigations, Spherecords","Oceanavigations, Spherecords","Sep 14, 2021 @ 23:58:05.000",558812,"sold_product_558812_20269, sold_product_558812_13520","sold_product_558812_20269, sold_product_558812_13520","$60.00, $11.99","$60.00, $11.99","Women's Shoes, Women's Clothing","Women's Shoes, Women's Clothing","Dec 6, 2016 @ 22:58:05.000, Dec 6, 2016 @ 22:58:05.000","0, 0","0, 0","Oceanavigations, Spherecords","Oceanavigations, Spherecords","$27.59, $5.52","$60.00, $11.99","20,269, 13,520","High heeled sandals - silver, Long sleeved top - dark blue","High heeled sandals - silver, Long sleeved top - dark blue","1, 1","ZO0242202422, ZO0647206472","0, 0","$60.00, $11.99","$60.00, $11.99","0, 0","ZO0242202422, ZO0647206472",$72 ,$72.00 ,2,2,order,mary
"Men's Clothing, Men's Accessories","Men's Clothing, Men's Accessories",EUR,Abd,Abd,Abd Kelley,Abd Kelley,MALE,52,Kelley,Kelley,(empty),Wednesday,2,abd@kelley-family.zzz,sample_ecommerce,Cairo,Africa,EG,"{
  ""coordinates"": [
    31.3,
    30.1
  ],
  ""type"": ""Point""
}",Cairo Governorate,"Elitelligence, Spritechnologies","Elitelligence, Spritechnologies","Sep 14, 2021 @ 23:30:43.000",722952,"sold_product_722952_21405, sold_product_722952_24634, sold_product_722952_19429, sold_product_722952_13264","sold_product_722952_21405, sold_product_722952_24634, sold_product_722952_19429, sold_product_722952_13264","$22.98, $18.98, $28.98, $16.98","$22.98, $18.98, $28.98, $16.98","Men's Clothing, Men's Clothing, Men's Accessories, Men's Clothing","Men's Clothing, Men's Clothing, Men's Accessories, Men's Clothing","Dec 6, 2016 @ 22:30:43.000, Dec 6, 2016 @ 22:30:43.000, Dec 6, 2016 @ 22:30:43.000, Dec 6, 2016 @ 22:30:43.000","0, 0, 0, 0","0, 0, 0, 0","Elitelligence, Spritechnologies, Elitelligence, Spritechnologies","Elitelligence, Spritechnologies, Elitelligence, Spritechnologies","$11.72, $8.55, $13.63, $8.49","$22.98, $18.98, $28.98, $16.98","21,405, 24,634, 19,429, 13,264","Hoodie - blau, Tracksuit bottoms - navy blazer, Sports bag - dark green, Sports shirt - black","Hoodie - blau, Tracksuit bottoms - navy blazer, Sports bag - dark green, Sports shirt - black","1, 1, 1, 1","ZO0541805418, ZO0620406204, ZO0606406064, ZO0617106171","0, 0, 0, 0","$22.98, $18.98, $28.98, $16.98","$22.98, $18.98, $28.98, $16.98","0, 0, 0, 0","ZO0541805418, ZO0620406204, ZO0606406064, ZO0617106171",$87.94 ,$87.94 ,4,4,order,abd
"Women's Clothing, Women's Shoes","Women's Clothing, Women's Shoes",EUR,Diane,Diane,Diane Figueroa,Diane Figueroa,FEMALE,22,Figueroa,Figueroa,(empty),Wednesday,2,diane@figueroa-family.zzz,sample_ecommerce,-,Europe,GB,"{
  ""coordinates"": [
    -0.1,
    51.5
  ],
  ""type"": ""Point""
}",-,Tigress Enterprises,Tigress Enterprises,"Sep 14, 2021 @ 23:17:46.000",558782,"sold_product_558782_25035, sold_product_558782_12177","sold_product_558782_25035, sold_product_558782_12177","$28.98, $24.98","$28.98, $24.98","Women's Clothing, Women's Shoes","Women's Clothing, Women's Shoes","Dec 6, 2016 @ 22:17:46.000, Dec 6, 2016 @ 22:17:46.000","0, 0","0, 0","Tigress Enterprises, Tigress Enterprises","Tigress Enterprises, Tigress Enterprises","$13.63, $11.50","$28.98, $24.98","25,035, 12,177","A-line skirt - black, Platform sandals - beige","A-line skirt - black, Platform sandals - beige","1, 1","ZO0033200332, ZO0010400104","0, 0","$28.98, $24.98","$28.98, $24.98","0, 0","ZO0033200332, ZO0010400104",$53.97 ,$53.97 ,2,2,order,diane
Women's Clothing,Women's Clothing,EUR,Pia,Pia,Pia Hart,Pia Hart,FEMALE,45,Hart,Hart,(empty),Wednesday,2,pia@hart-family.zzz,sample_ecommerce,Cannes,Europe,FR,"{
  ""coordinates"": [
    7,
    43.6
  ],
  ""type"": ""Point""
}",Alpes-Maritimes,"Tigress Enterprises Curvy, Gnomehouse","Tigress Enterprises Curvy, Gnomehouse","Sep 14, 2021 @ 23:09:07.000",558774,"sold_product_558774_22591, sold_product_558774_8419","sold_product_558774_22591, sold_product_558774_8419","$33.00, $42.00","$33.00, $42.00","Women's Clothing, Women's Clothing","Women's Clothing, Women's Clothing","Dec 6, 2016 @ 22:09:07.000, Dec 6, 2016 @ 22:09:07.000","0, 0","0, 0","Tigress Enterprises Curvy, Gnomehouse","Tigress Enterprises Curvy, Gnomehouse","$15.84, $21.02","$33.00, $42.00","22,591, 8,419","Blouse - pomegranate, Jumper - eclipse/antique white","Blouse - pomegranate, Jumper - eclipse/antique white","1, 1","ZO0106001060, ZO0352603526","0, 0","$33.00, $42.00","$33.00, $42.00","0, 0","ZO0106001060, ZO0352603526",$75 ,$75.00 ,2,2,order,pia
"Women's Shoes, Women's Accessories","Women's Shoes, Women's Accessories",EUR,Clarice,Clarice,Clarice Rowe,Clarice Rowe,FEMALE,18,Rowe,Rowe,(empty),Wednesday,2,clarice@rowe-family.zzz,sample_ecommerce,Birmingham,Europe,GB,"{
  ""coordinates"": [
    -1.9,
    52.5
  ],
  ""type"": ""Point""
}",Birmingham,"Pyramidustries active, Pyramidustries","Pyramidustries active, Pyramidustries","Sep 14, 2021 @ 23:07:41.000",558772,"sold_product_558772_11847, sold_product_558772_22972","sold_product_558772_11847, sold_product_558772_22972","$28.98, $20.98","$28.98, $20.98","Women's Shoes, Women's Accessories","Women's Shoes, Women's Accessories","Dec 6, 2016 @ 22:07:41.000, Dec 6, 2016 @ 22:07:41.000","0, 0","0, 0","Pyramidustries active, Pyramidustries","Pyramidustries active, Pyramidustries","$13.63, $10.08","$28.98, $20.98","11,847, 22,972","Trainers - pink/dark blue, Clutch - gun metal","Trainers - pink/dark blue, Clutch - gun metal","1, 1","ZO0215902159, ZO0207502075","0, 0","$28.98, $20.98","$28.98, $20.98","0, 0","ZO0215902159, ZO0207502075",$49.97 ,$49.97 ,2,2,order,clarice
Men's Clothing,Men's Clothing,EUR,Eddie,Eddie,Eddie Daniels,Eddie Daniels,MALE,38,Daniels,Daniels,(empty),Wednesday,2,eddie@daniels-family.zzz,sample_ecommerce,Cairo,Africa,EG,"{
  ""coordinates"": [
    31.3,
    30.1
  ],
  ""type"": ""Point""
}",Cairo Governorate,"Elitelligence, Oceanavigations, Low Tide Media","Elitelligence, Oceanavigations, Low Tide Media","Sep 14, 2021 @ 22:43:12.000",714468,"sold_product_714468_16715, sold_product_714468_21188, sold_product_714468_13038, sold_product_714468_18673","sold_product_714468_16715, sold_product_714468_21188, sold_product_714468_13038, sold_product_714468_18673","$28.98, $7.99, $65.00, $28.98","$28.98, $7.99, $65.00, $28.98","Men's Clothing, Men's Clothing, Men's Clothing, Men's Clothing","Men's Clothing, Men's Clothing, Men's Clothing, Men's Clothing","Dec 6, 2016 @ 21:43:12.000, Dec 6, 2016 @ 21:43:12.000, Dec 6, 2016 @ 21:43:12.000, Dec 6, 2016 @ 21:43:12.000","0, 0, 0, 0","0, 0, 0, 0","Elitelligence, Elitelligence, Oceanavigations, Low Tide Media","Elitelligence, Elitelligence, Oceanavigations, Low Tide Media","$14.49, $3.92, $31.20, $13.63","$28.98, $7.99, $65.00, $28.98","16,715, 21,188, 13,038, 18,673","Slim fit jeans - black, Basic T-shirt - mottled grey, Suit jacket - grey, Chinos - black","Slim fit jeans - black, Basic T-shirt - mottled grey, Suit jacket - grey, Chinos - black","1, 1, 1, 1","ZO0535105351, ZO0569105691, ZO0273702737, ZO0421904219","0, 0, 0, 0","$28.98, $7.99, $65.00, $28.98","$28.98, $7.99, $65.00, $28.98","0, 0, 0, 0","ZO0535105351, ZO0569105691, ZO0273702737, ZO0421904219",$131 ,$131.00 ,4,4,order,eddie
Women's Clothing,Women's Clothing,EUR,Mary,Mary,Mary Daniels,Mary Daniels,FEMALE,20,Daniels,Daniels,(empty),Wednesday,2,mary@daniels-family.zzz,sample_ecommerce,Dubai,Asia,AE,"{
  ""coordinates"": [
    55.3,
    25.3
  ],
  ""type"": ""Point""
}",Dubai,"Spherecords, Spherecords Maternity","Spherecords, Spherecords Maternity","Sep 14, 2021 @ 22:33:07.000",558742,"sold_product_558742_11294, sold_product_558742_17670","sold_product_558742_11294, sold_product_558742_17670","$7.99, $20.98","$7.99, $20.98","Women's Clothing, Women's Clothing","Women's Clothing, Women's Clothing","Dec 6, 2016 @ 21:33:07.000, Dec 6, 2016 @ 21:33:07.000","0, 0","0, 0","Spherecords, Spherecords Maternity","Spherecords, Spherecords Maternity","$3.68, $9.87","$7.99, $20.98","11,294, 17,670","Vest - dark green, Jersey dress - peacoat","Vest - dark green, Jersey dress - peacoat","1, 1","ZO0637206372, ZO0705807058","0, 0","$7.99, $20.98","$7.99, $20.98","0, 0","ZO0637206372, ZO0705807058",$28.98 ,$28.98 ,2,2,order,mary
"Men's Shoes, Men's Clothing","Men's Shoes, Men's Clothing",EUR,Irwin,Irwin,Irwin Potter,Irwin Potter,MALE,14,Potter,Potter,(empty),Wednesday,2,irwin@potter-family.zzz,sample_ecommerce,Bogotu00e1,South America,CO,"{
  ""coordinates"": [
    -74.1,
    4.6
  ],
  ""type"": ""Point""
}",Bogota D.C.,"Elitelligence, Spritechnologies","Elitelligence, Spritechnologies","Sep 14, 2021 @ 22:23:02.000",558733,"sold_product_558733_18056, sold_product_558733_4409","sold_product_558733_18056, sold_product_558733_4409","$37.00, $33.00","$37.00, $33.00","Men's Shoes, Men's Clothing","Men's Shoes, Men's Clothing","Dec 6, 2016 @ 21:23:02.000, Dec 6, 2016 @ 21:23:02.000","0, 0","0, 0","Elitelligence, Spritechnologies","Elitelligence, Spritechnologies","$18.50, $16.50","$37.00, $33.00","18,056, 4,409","Boots - tan, Tracksuit top - black","Boots - tan, Tracksuit top - black","1, 1","ZO0521605216, ZO0627606276","0, 0","$37.00, $33.00","$37.00, $33.00","0, 0","ZO0521605216, ZO0627606276",$70 ,$70.00 ,2,2,order,irwin
Men's Clothing,Men's Clothing,EUR,Frances,Frances,Frances Baker,Frances Baker,FEMALE,49,Baker,Baker,(empty),Wednesday,2,frances@baker-family.zzz,sample_ecommerce,Cannes,Europe,FR,"{
  ""coordinates"": [
    7,
    43.6
  ],
  ""type"": ""Point""
}",Alpes-Maritimes,"Low Tide Media, Elitelligence","Low Tide Media, Elitelligence","Sep 14, 2021 @ 22:07:12.000",558718,"sold_product_558718_23779, sold_product_558718_16702","sold_product_558718_23779, sold_product_558718_16702","$13.99, $24.98","$13.99, $24.98","Men's Clothing, Men's Clothing","Men's Clothing, Men's Clothing","Dec 6, 2016 @ 21:07:12.000, Dec 6, 2016 @ 21:07:12.000","0, 0","0, 0","Low Tide Media, Elitelligence","Low Tide Media, Elitelligence","$7.27, $13.24","$13.99, $24.98","23,779, 16,702","Print T-shirt - dark grey multicolor, Chinos - light grey","Print T-shirt - dark grey multicolor, Chinos - light grey","1, 1","ZO0439804398, ZO0525805258","0, 0","$13.99, $24.98","$13.99, $24.98","0, 0","ZO0439804398, ZO0525805258",$38.97 ,$38.97 ,2,2,order,frances
"Women's Accessories, Men's Accessories","Women's Accessories, Men's Accessories",EUR,Wagdi,Wagdi,Wagdi Palmer,Wagdi Palmer,MALE,15,Palmer,Palmer,(empty),Wednesday,2,wagdi@palmer-family.zzz,sample_ecommerce,-,Asia,SA,"{
  ""coordinates"": [
    45,
    25
  ],
  ""type"": ""Point""
}",-,"Angeldale, Low Tide Media","Angeldale, Low Tide Media","Sep 14, 2021 @ 21:48:29.000",558702,"sold_product_558702_18853, sold_product_558702_13819","sold_product_558702_18853, sold_product_558702_13819","$85.00, $33.00","$85.00, $33.00","Women's Accessories, Men's Accessories","Women's Accessories, Men's Accessories","Dec 6, 2016 @ 20:48:29.000, Dec 6, 2016 @ 20:48:29.000","0, 0","0, 0","Angeldale, Low Tide Media","Angeldale, Low Tide Media","$40.81, $16.50","$85.00, $33.00","18,853, 13,819","Tote bag - black , Laptop bag - black","Tote bag - black , Laptop bag - black","1, 1","ZO0703407034, ZO0472604726","0, 0","$85.00, $33.00","$85.00, $33.00","0, 0","ZO0703407034, ZO0472604726",$118 ,$118.00 ,2,2,order,wagdi
Women's Clothing,Women's Clothing,EUR,Sonya,Sonya,Sonya Carpenter,Sonya Carpenter,FEMALE,28,Carpenter,Carpenter,(empty),Wednesday,2,sonya@carpenter-family.zzz,sample_ecommerce,Bogotu00e1,South America,CO,"{
  ""coordinates"": [
    -74.1,
    4.6
  ],
  ""type"": ""Point""
}",Bogota D.C.,"Gnomehouse, Tigress Enterprises","Gnomehouse, Tigress Enterprises","Sep 14, 2021 @ 21:19:41.000",558680,"sold_product_558680_24356, sold_product_558680_22074","sold_product_558680_24356, sold_product_558680_22074","$110.00, $24.98","$110.00, $24.98","Women's Clothing, Women's Clothing","Women's Clothing, Women's Clothing","Dec 6, 2016 @ 20:19:41.000, Dec 6, 2016 @ 20:19:41.000","0, 0","0, 0","Gnomehouse, Tigress Enterprises","Gnomehouse, Tigress Enterprises","$55.00, $12.25","$110.00, $24.98","24,356, 22,074","Classic coat - grey, Jersey dress - black","Classic coat - grey, Jersey dress - black","1, 1","ZO0354403544, ZO0041100411","0, 0","$110.00, $24.98","$110.00, $24.98","0, 0","ZO0354403544, ZO0041100411",$135 ,$135.00 ,2,2,order,sonya
"Women's Clothing, Women's Shoes","Women's Clothing, Women's Shoes",EUR,Clarice,Clarice,Clarice Gomez,Clarice Gomez,FEMALE,18,Gomez,Gomez,(empty),Wednesday,2,clarice@gomez-family.zzz,sample_ecommerce,Birmingham,Europe,GB,"{
  ""coordinates"": [
    -1.9,
    52.5
  ],
  ""type"": ""Point""
}",Birmingham,"Oceanavigations, Tigress Enterprises","Oceanavigations, Tigress Enterprises","Sep 14, 2021 @ 21:05:17.000",558672,"sold_product_558672_25166, sold_product_558672_23710","sold_product_558672_25166, sold_product_558672_23710","$42.00, $20.98","$42.00, $20.98","Women's Clothing, Women's Shoes","Women's Clothing, Women's Shoes","Dec 6, 2016 @ 20:05:17.000, Dec 6, 2016 @ 20:05:17.000","0, 0","0, 0","Oceanavigations, Tigress Enterprises","Oceanavigations, Tigress Enterprises","$21.83, $10.70","$42.00, $20.98","25,166, 23,710","Trousers - black, Classic heels - black","Trousers - black, Classic heels - black","1, 1","ZO0259002590, ZO0005800058","0, 0","$42.00, $20.98","$42.00, $20.98","0, 0","ZO0259002590, ZO0005800058",$62.97 ,$62.97 ,2,2,order,clarice
"Men's Shoes, Men's Clothing","Men's Shoes, Men's Clothing",EUR,Hicham,Hicham,Hicham Daniels,Hicham Daniels,MALE,8,Daniels,Daniels,(empty),Wednesday,2,hicham@daniels-family.zzz,sample_ecommerce,Marrakesh,Africa,MA,"{
  ""coordinates"": [
    -8,
    31.6
  ],
  ""type"": ""Point""
}",Marrakech-Tensift-Al Haouz,"Oceanavigations, Elitelligence","Oceanavigations, Elitelligence","Sep 14, 2021 @ 21:00:58.000",558669,"sold_product_558669_16570, sold_product_558669_24831","sold_product_558669_16570, sold_product_558669_24831","$65.00, $22.98","$65.00, $22.98","Men's Shoes, Men's Clothing","Men's Shoes, Men's Clothing","Dec 6, 2016 @ 20:00:58.000, Dec 6, 2016 @ 20:00:58.000","0, 0","0, 0","Oceanavigations, Elitelligence","Oceanavigations, Elitelligence","$31.84, $12.64","$65.00, $22.98","16,570, 24,831","Boots - navy, Sweatshirt - black/red","Boots - navy, Sweatshirt - black/red","1, 1","ZO0258302583, ZO0589205892","0, 0","$65.00, $22.98","$65.00, $22.98","0, 0","ZO0258302583, ZO0589205892",$88 ,$88.00 ,2,2,order,hicham
Men's Shoes,Men's Shoes,EUR,Ahmed Al,Ahmed Al,Ahmed Al Reese,Ahmed Al Reese,MALE,4,Reese,Reese,(empty),Wednesday,2,ahmed al@reese-family.zzz,sample_ecommerce,Abu Dhabi,Asia,AE,"{
  ""coordinates"": [
    54.4,
    24.5
  ],
  ""type"": ""Point""
}",Abu Dhabi,"Oceanavigations, (empty)","Oceanavigations, (empty)","Sep 14, 2021 @ 20:55:12.000",558658,"sold_product_558658_1003, sold_product_558658_12834","sold_product_558658_1003, sold_product_558658_12834","$75.00, $155.00","$75.00, $155.00","Men's Shoes, Men's Shoes","Men's Shoes, Men's Shoes","Dec 6, 2016 @ 19:55:12.000, Dec 6, 2016 @ 19:55:12.000","0, 0","0, 0","Oceanavigations, (empty)","Oceanavigations, (empty)","$38.25, $79.06","$75.00, $155.00","1,003, 12,834","Lace-up boots - black, Smart lace-ups - cognac","Lace-up boots - black, Smart lace-ups - cognac","1, 1","ZO0257702577, ZO0481804818","0, 0","$75.00, $155.00","$75.00, $155.00","0, 0","ZO0257702577, ZO0481804818",$230 ,$230.00 ,2,2,order,ahmed
"Women's Shoes, Women's Clothing","Women's Shoes, Women's Clothing",EUR,Gwen,Gwen,Gwen Rice,Gwen Rice,FEMALE,26,Rice,Rice,(empty),Wednesday,2,gwen@rice-family.zzz,sample_ecommerce,Los Angeles,North America,US,"{
  ""coordinates"": [
    -118.2,
    34.1
  ],
  ""type"": ""Point""
}",California,"Tigress Enterprises, Pyramidustries","Tigress Enterprises, Pyramidustries","Sep 14, 2021 @ 20:50:53.000",558652,"sold_product_558652_23996, sold_product_558652_18283","sold_product_558652_23996, sold_product_558652_18283","$42.00, $24.98","$42.00, $24.98","Women's Shoes, Women's Clothing","Women's Shoes, Women's Clothing","Dec 6, 2016 @ 19:50:53.000, Dec 6, 2016 @ 19:50:53.000","0, 0","0, 0","Tigress Enterprises, Pyramidustries","Tigress Enterprises, Pyramidustries","$20.58, $12.01","$42.00, $24.98","23,996, 18,283","Boots - cognac, Summer dress - black/white","Boots - cognac, Summer dress - black/white","1, 1","ZO0016000160, ZO0155401554","0, 0","$42.00, $24.98","$42.00, $24.98","0, 0","ZO0016000160, ZO0155401554",$67 ,$67.00 ,2,2,order,gwen
"Women's Accessories, Women's Clothing","Women's Accessories, Women's Clothing",EUR,Stephanie,Stephanie,Stephanie Boone,Stephanie Boone,FEMALE,6,Boone,Boone,(empty),Wednesday,2,stephanie@boone-family.zzz,sample_ecommerce,Cannes,Europe,FR,"{
  ""coordinates"": [
    7,
    43.6
  ],
  ""type"": ""Point""
}",Alpes-Maritimes,"Pyramidustries, Pyramidustries active","Pyramidustries, Pyramidustries active","Sep 14, 2021 @ 20:43:41.000",558642,"sold_product_558642_12596, sold_product_558642_9767","sold_product_558642_12596, sold_product_558642_9767","$24.98, $42.00","$24.98, $42.00","Women's Accessories, Women's Clothing","Women's Accessories, Women's Clothing","Dec 6, 2016 @ 19:43:41.000, Dec 6, 2016 @ 19:43:41.000","0, 0","0, 0","Pyramidustries, Pyramidustries active","Pyramidustries, Pyramidustries active","$12.25, $19.31","$24.98, $42.00","12,596, 9,767","Tote bag - black, Sports jacket - grey","Tote bag - black, Sports jacket - grey","1, 1","ZO0199201992, ZO0226602266","0, 0","$24.98, $42.00","$24.98, $42.00","0, 0","ZO0199201992, ZO0226602266",$67 ,$67.00 ,2,2,order,stephanie
"Women's Shoes, Women's Accessories","Women's Shoes, Women's Accessories",EUR,Diane,Diane,Diane Fleming,Diane Fleming,FEMALE,22,Fleming,Fleming,(empty),Wednesday,2,diane@fleming-family.zzz,sample_ecommerce,-,Europe,GB,"{
  ""coordinates"": [
    -0.1,
    51.5
  ],
  ""type"": ""Point""
}",-,"Tigress Enterprises, Oceanavigations","Tigress Enterprises, Oceanavigations","Sep 14, 2021 @ 20:37:55.000",558634,"sold_product_558634_18023, sold_product_558634_22341","sold_product_558634_18023, sold_product_558634_22341","$44.00, $16.98","$44.00, $16.98","Women's Shoes, Women's Accessories","Women's Shoes, Women's Accessories","Dec 6, 2016 @ 19:37:55.000, Dec 6, 2016 @ 19:37:55.000","0, 0","0, 0","Tigress Enterprises, Oceanavigations","Tigress Enterprises, Oceanavigations","$22.02, $9.01","$44.00, $16.98","18,023, 22,341","Ankle boots - black, Belt - light brown","Ankle boots - black, Belt - light brown","1, 1","ZO0018600186, ZO0309803098","0, 0","$44.00, $16.98","$44.00, $16.98","0, 0","ZO0018600186, ZO0309803098",$60.97 ,$60.97 ,2,2,order,diane
Women's Clothing,Women's Clothing,EUR,Rabbia Al,Rabbia Al,Rabbia Al Hansen,Rabbia Al Hansen,FEMALE,5,Hansen,Hansen,(empty),Wednesday,2,rabbia al@hansen-family.zzz,sample_ecommerce,Dubai,Asia,AE,"{
  ""coordinates"": [
    55.3,
    25.3
  ],
  ""type"": ""Point""
}",Dubai,"Pyramidustries, Spherecords","Pyramidustries, Spherecords","Sep 14, 2021 @ 20:27:50.000",558624,"sold_product_558624_19256, sold_product_558624_25018","sold_product_558624_19256, sold_product_558624_25018","$20.98, $26.98","$20.98, $26.98","Women's Clothing, Women's Clothing","Women's Clothing, Women's Clothing","Dec 6, 2016 @ 19:27:50.000, Dec 6, 2016 @ 19:27:50.000","0, 0","0, 0","Pyramidustries, Spherecords","Pyramidustries, Spherecords","$10.70, $14.03","$20.98, $26.98","19,256, 25,018","Jumper dress - rose, Dressing gown - dark grey/white","Jumper dress - rose, Dressing gown - dark grey/white","1, 1","ZO0153601536, ZO0661106611","0, 0","$20.98, $26.98","$20.98, $26.98","0, 0","ZO0153601536, ZO0661106611",$47.97 ,$47.97 ,2,2,order,rabbia
"Men's Clothing, Men's Accessories","Men's Clothing, Men's Accessories",EUR,Jim,Jim,Jim Gregory,Jim Gregory,MALE,41,Gregory,Gregory,(empty),Wednesday,2,jim@gregory-family.zzz,sample_ecommerce,New York,North America,US,"{
  ""coordinates"": [
    -74,
    40.8
  ],
  ""type"": ""Point""
}",New York,"Low Tide Media, Oceanavigations","Low Tide Media, Oceanavigations","Sep 14, 2021 @ 20:27:50.000",558623,"sold_product_558623_23590, sold_product_558623_15204","sold_product_558623_23590, sold_product_558623_15204","$24.98, $42.00","$24.98, $42.00","Men's Clothing, Men's Accessories","Men's Clothing, Men's Accessories","Dec 6, 2016 @ 19:27:50.000, Dec 6, 2016 @ 19:27:50.000","0, 0","0, 0","Low Tide Media, Oceanavigations","Low Tide Media, Oceanavigations","$12.74, $21.41","$24.98, $42.00","23,590, 15,204","Tracksuit top - black, Weekend bag - black","Tracksuit top - black, Weekend bag - black","1, 1","ZO0456204562, ZO0315303153","0, 0","$24.98, $42.00","$24.98, $42.00","0, 0","ZO0456204562, ZO0315303153",$67 ,$67.00 ,2,2,order,jim
"Women's Shoes, Women's Accessories","Women's Shoes, Women's Accessories",EUR,Stephanie,Stephanie,Stephanie Maldonado,Stephanie Maldonado,FEMALE,6,Maldonado,Maldonado,(empty),Wednesday,2,stephanie@maldonado-family.zzz,sample_ecommerce,Cannes,Europe,FR,"{
  ""coordinates"": [
    7,
    43.6
  ],
  ""type"": ""Point""
}",Alpes-Maritimes,"Primemaster, Tigress Enterprises","Primemaster, Tigress Enterprises","Sep 14, 2021 @ 19:59:02.000",558606,"sold_product_558606_20668, sold_product_558606_13732","sold_product_558606_20668, sold_product_558606_13732","$110.00, $14.99","$110.00, $14.99","Women's Shoes, Women's Accessories","Women's Shoes, Women's Accessories","Dec 6, 2016 @ 18:59:02.000, Dec 6, 2016 @ 18:59:02.000","0, 0","0, 0","Primemaster, Tigress Enterprises","Primemaster, Tigress Enterprises","$60.50, $7.35","$110.00, $14.99","20,668, 13,732","High heeled ankle boots - marron, Scarf - light grey ","High heeled ankle boots - marron, Scarf - light grey ","1, 1","ZO0363803638, ZO0085600856","0, 0","$110.00, $14.99","$110.00, $14.99","0, 0","ZO0363803638, ZO0085600856",$125 ,$125.00 ,2,2,order,stephanie
"Women's Accessories, Women's Shoes","Women's Accessories, Women's Shoes",EUR,Mary,Mary,Mary Kelley,Mary Kelley,FEMALE,20,Kelley,Kelley,(empty),Wednesday,2,mary@kelley-family.zzz,sample_ecommerce,Dubai,Asia,AE,"{
  ""coordinates"": [
    55.3,
    25.3
  ],
  ""type"": ""Point""
}",Dubai,"Gnomehouse, Tigress Enterprises","Gnomehouse, Tigress Enterprises","Sep 14, 2021 @ 19:53:17.000",558600,"sold_product_558600_17537, sold_product_558600_16669","sold_product_558600_17537, sold_product_558600_16669","$75.00, $44.00","$75.00, $44.00","Women's Accessories, Women's Shoes","Women's Accessories, Women's Shoes","Dec 6, 2016 @ 18:53:17.000, Dec 6, 2016 @ 18:53:17.000","0, 0","0, 0","Gnomehouse, Tigress Enterprises","Gnomehouse, Tigress Enterprises","$40.50, $19.80","$75.00, $44.00","17,537, 16,669","Tote bag - black, High heeled boots - black","Tote bag - black, High heeled boots - black","1, 1","ZO0357403574, ZO0014200142","0, 0","$75.00, $44.00","$75.00, $44.00","0, 0","ZO0357403574, ZO0014200142",$119 ,$119.00 ,2,2,order,mary
"Men's Shoes, Men's Clothing","Men's Shoes, Men's Clothing",EUR,Oliver,Oliver,Oliver Ball,Oliver Ball,MALE,7,Ball,Ball,(empty),Wednesday,2,oliver@ball-family.zzz,sample_ecommerce,-,Europe,GB,"{
  ""coordinates"": [
    -0.1,
    51.5
  ],
  ""type"": ""Point""
}",-,"Elitelligence, Low Tide Media","Elitelligence, Low Tide Media","Sep 14, 2021 @ 19:53:17.000",558599,"sold_product_558599_1898, sold_product_558599_16011","sold_product_558599_1898, sold_product_558599_16011","$33.00, $33.00","$33.00, $33.00","Men's Shoes, Men's Clothing","Men's Shoes, Men's Clothing","Dec 6, 2016 @ 18:53:17.000, Dec 6, 2016 @ 18:53:17.000","0, 0","0, 0","Elitelligence, Low Tide Media","Elitelligence, Low Tide Media","$17.16, $17.16","$33.00, $33.00","1,898, 16,011","Lace-up boots - cognac, Straight leg jeans - washed dark blue","Lace-up boots - cognac, Straight leg jeans - washed dark blue","1, 1","ZO0520505205, ZO0426504265","0, 0","$33.00, $33.00","$33.00, $33.00","0, 0","ZO0520505205, ZO0426504265",$66 ,$66.00 ,2,2,order,oliver
